product_id,avg_daily_demand,lead_time,reorder_point,current_stock,stock_status
5833630,1.0,3,3.0,46,Stock OK
5833631,1.1666666666666667,3,3.5,30,Stock OK
5833632,1.0,4,4.0,29,Stock OK
5833633,1.0,3,3.0,9,Stock OK
5833634,1.3333333333333333,9,12.0,13,Stock OK
5833635,1.0,9,9.0,18,Stock OK
5833637,1.0,10,10.0,38,Stock OK
5833639,1.0,10,10.0,22,Stock OK
5833640,1.0,6,6.0,31,Stock OK
5833641,1.0,9,9.0,35,Stock OK
5833642,1.0,7,7.0,42,Stock OK
5833647,1.0,6,6.0,42,Stock OK
5833648,1.1428571428571428,4,4.6,10,Stock OK
5833649,1.0,6,6.0,9,Stock OK
5833651,1.2,5,6.0,31,Stock OK
5833652,1.2,10,12.0,44,Stock OK
5833653,1.5,7,10.5,40,Stock OK
5833654,1.0,10,10.0,24,Stock OK
5833656,1.0,5,5.0,41,Stock OK
5833657,1.0,5,5.0,49,Stock OK
5833659,1.0,8,8.0,8,Stock OK
5833660,1.0,9,9.0,50,Stock OK
5833661,1.5,4,6.0,20,Stock OK
5833663,1.0,3,3.0,17,Stock OK
5833664,1.0,5,5.0,28,Stock OK
5833665,1.0,6,6.0,6,Stock OK
5833669,1.0,3,3.0,42,Stock OK
5833670,1.0,6,6.0,33,Stock OK
5833673,1.0,10,10.0,28,Stock OK
5833674,1.0,6,6.0,1,Reorder Needed
5833675,1.0,3,3.0,41,Stock OK
5833677,1.0,3,3.0,35,Stock OK
5833678,1.0,9,9.0,24,Stock OK
5833679,1.0,6,6.0,6,Stock OK
5833680,1.2352941176470589,4,4.9,7,Stock OK
5833681,1.0,9,9.0,9,Stock OK
5833694,1.2,7,8.4,37,Stock OK
5833695,1.0909090909090908,8,8.7,16,Stock OK
5833785,1.0,7,7.0,34,Stock OK
5834156,1.0,4,4.0,35,Stock OK
5834157,1.45,9,13.0,35,Stock OK
5834158,1.4,8,11.2,20,Stock OK
5834159,1.5,9,13.5,23,Stock OK
5834160,1.5714285714285714,3,4.7,42,Stock OK
5834168,1.3636363636363635,8,10.9,35,Stock OK
5834170,1.0,10,10.0,47,Stock OK
5834172,1.1666666666666667,6,7.0,46,Stock OK
5834173,1.8571428571428572,7,13.0,23,Stock OK
5834174,1.2307692307692308,8,9.8,4,Reorder Needed
5834175,1.0,6,6.0,10,Stock OK
5834176,1.6,9,14.4,43,Stock OK
5834289,1.0,4,4.0,11,Stock OK
5834292,1.6153846153846154,8,12.9,40,Stock OK
5834343,1.0,6,6.0,9,Stock OK
5834347,1.0,9,9.0,40,Stock OK
5834349,1.0,9,9.0,12,Stock OK
5834351,1.0,9,9.0,17,Stock OK
5834354,1.0,4,4.0,32,Stock OK
5834356,1.0,3,3.0,23,Stock OK
5834357,1.5,4,6.0,15,Stock OK
5834358,1.0,4,4.0,28,Stock OK
5834359,1.0,10,10.0,38,Stock OK
5834361,1.0,7,7.0,5,Reorder Needed
5834362,1.0,9,9.0,40,Stock OK
5834367,1.0,6,6.0,18,Stock OK
5834373,1.0,8,8.0,21,Stock OK
5834375,1.0,7,7.0,15,Stock OK
5834377,1.0,9,9.0,3,Reorder Needed
5834379,1.0,5,5.0,46,Stock OK
5834383,1.0,4,4.0,26,Stock OK
5834386,1.0,5,5.0,15,Stock OK
5834390,1.0,9,9.0,45,Stock OK
5834392,1.0,7,7.0,20,Stock OK
5834401,1.0,6,6.0,21,Stock OK
5834406,1.0,7,7.0,26,Stock OK
5834407,1.0,10,10.0,41,Stock OK
5834408,1.0,6,6.0,23,Stock OK
5834417,1.0,6,6.0,49,Stock OK
5834418,1.0,9,9.0,25,Stock OK
5834419,1.0,3,3.0,4,Stock OK
5834420,1.0,9,9.0,10,Stock OK
5834421,1.0,4,4.0,22,Stock OK
5834424,1.0,7,7.0,3,Reorder Needed
5834429,1.5,6,9.0,19,Stock OK
5834430,1.5,9,13.5,31,Stock OK
5834431,1.2,9,10.8,9,Reorder Needed
5834432,1.0,7,7.0,29,Stock OK
5834433,1.0,7,7.0,37,Stock OK
5834434,1.0,10,10.0,46,Stock OK
5834442,1.0,6,6.0,7,Stock OK
5834445,1.0,8,8.0,38,Stock OK
5834460,1.1818181818181819,10,11.8,24,Stock OK
5834461,1.0,5,5.0,8,Stock OK
5834462,1.0,4,4.0,34,Stock OK
5834463,1.0833333333333333,4,4.3,26,Stock OK
5834464,1.1428571428571428,8,9.1,28,Stock OK
5834465,1.0,3,3.0,28,Stock OK
5834486,1.0,10,10.0,46,Stock OK
5834487,1.0,8,8.0,7,Reorder Needed
5834488,1.2,3,3.6,3,Reorder Needed
5834489,1.0909090909090908,3,3.3,22,Stock OK
5834492,2.0952380952380953,8,16.8,38,Stock OK
5834493,1.5555555555555556,4,6.2,46,Stock OK
5834494,1.0,5,5.0,44,Stock OK
5834495,1.0,4,4.0,18,Stock OK
5834496,1.55,9,14.0,12,Reorder Needed
5834497,1.0,4,4.0,31,Stock OK
5834501,1.0,4,4.0,39,Stock OK
5834503,1.0,10,10.0,5,Reorder Needed
5834504,1.0,8,8.0,44,Stock OK
5834508,1.0,8,8.0,41,Stock OK
5834537,1.0,9,9.0,29,Stock OK
5834564,1.0,9,9.0,43,Stock OK
5834646,1.8571428571428572,10,18.6,36,Stock OK
5834647,1.0,8,8.0,14,Stock OK
5834648,1.3,4,5.2,44,Stock OK
5834649,2.066666666666667,5,10.3,18,Stock OK
5834650,1.0,3,3.0,7,Stock OK
5834651,1.0,7,7.0,23,Stock OK
5834652,1.0,3,3.0,33,Stock OK
5834653,1.2857142857142858,9,11.6,45,Stock OK
5834669,1.0,9,9.0,16,Stock OK
5834670,1.3333333333333333,3,4.0,37,Stock OK
5834672,1.0,7,7.0,25,Stock OK
5834719,1.0,4,4.0,9,Stock OK
5834720,1.25,5,6.2,28,Stock OK
5834722,3.0,5,15.0,9,Reorder Needed
5834724,1.0,3,3.0,12,Stock OK
5834726,1.0,7,7.0,18,Stock OK
5834727,2.0,10,20.0,27,Stock OK
5834729,1.0,9,9.0,26,Stock OK
5834730,1.6666666666666667,6,10.0,26,Stock OK
5834731,1.0,4,4.0,10,Stock OK
5834732,1.6153846153846154,10,16.2,17,Stock OK
5834733,4.571428571428571,3,13.7,32,Stock OK
5834734,1.0,5,5.0,24,Stock OK
5834735,1.8571428571428572,9,16.7,43,Stock OK
5834736,2.125,10,21.2,48,Stock OK
5834737,1.368421052631579,10,13.7,8,Reorder Needed
5834738,1.9130434782608696,8,15.3,30,Stock OK
5834739,1.4375,8,11.5,26,Stock OK
5834740,1.6538461538461537,7,11.6,24,Stock OK
5834741,1.0,7,7.0,27,Stock OK
5834742,1.0,3,3.0,15,Stock OK
5834746,1.0,10,10.0,28,Stock OK
5834752,1.0,6,6.0,11,Stock OK
5834753,1.0,5,5.0,39,Stock OK
5834754,1.0,3,3.0,2,Reorder Needed
5834759,1.0,6,6.0,9,Stock OK
5834760,1.0,9,9.0,50,Stock OK
5834910,1.0,7,7.0,45,Stock OK
5834914,1.0,8,8.0,23,Stock OK
5834916,1.0,4,4.0,33,Stock OK
5834919,1.0,10,10.0,19,Stock OK
5834920,1.0,9,9.0,13,Stock OK
5834921,1.0,8,8.0,14,Stock OK
5834923,1.0,5,5.0,32,Stock OK
5834924,1.0,5,5.0,49,Stock OK
5834925,1.4444444444444444,8,11.6,22,Stock OK
5834926,1.5,9,13.5,20,Stock OK
5834927,1.4,8,11.2,33,Stock OK
5834928,1.0,6,6.0,5,Reorder Needed
5834929,1.4,3,4.2,20,Stock OK
5834930,1.0,7,7.0,14,Stock OK
5834931,1.0,6,6.0,27,Stock OK
5834972,1.2727272727272727,4,5.1,26,Stock OK
5834973,1.0,8,8.0,32,Stock OK
5834975,1.0,4,4.0,30,Stock OK
5834977,1.0,4,4.0,27,Stock OK
5834978,1.0,6,6.0,26,Stock OK
5834979,1.0,7,7.0,18,Stock OK
5834980,1.0,9,9.0,45,Stock OK
5834981,1.0,5,5.0,23,Stock OK
5834982,1.0,3,3.0,44,Stock OK
5834984,1.0,10,10.0,47,Stock OK
5834985,1.0,5,5.0,24,Stock OK
5834986,1.0,7,7.0,4,Reorder Needed
5834988,1.0,10,10.0,41,Stock OK
5834989,1.0,5,5.0,3,Reorder Needed
5834990,1.0,8,8.0,43,Stock OK
5834991,1.0,8,8.0,30,Stock OK
5834992,1.0,6,6.0,47,Stock OK
5834993,1.0,4,4.0,16,Stock OK
5834994,1.0,10,10.0,7,Reorder Needed
5835006,1.0,7,7.0,39,Stock OK
5835020,1.0,7,7.0,22,Stock OK
5835025,1.0,5,5.0,41,Stock OK
5835026,1.0,6,6.0,31,Stock OK
5835027,1.0,5,5.0,49,Stock OK
5835034,1.0,5,5.0,13,Stock OK
5835039,1.2857142857142858,7,9.0,41,Stock OK
5835040,1.3125,5,6.6,41,Stock OK
5835041,1.6363636363636365,4,6.5,29,Stock OK
5835042,1.375,5,6.9,28,Stock OK
5835044,2.5,10,25.0,44,Stock OK
5835046,1.0,4,4.0,19,Stock OK
5835048,1.0,7,7.0,23,Stock OK
5835051,1.0,6,6.0,47,Stock OK
5835052,1.0,8,8.0,50,Stock OK
5835053,1.0,10,10.0,8,Reorder Needed
5835054,1.0,4,4.0,25,Stock OK
5835056,1.0,6,6.0,38,Stock OK
5835059,1.0,6,6.0,38,Stock OK
5835060,1.0,4,4.0,35,Stock OK
5835061,1.0,7,7.0,26,Stock OK
5835062,1.0,3,3.0,3,Stock OK
5835063,1.0,6,6.0,2,Reorder Needed
5835066,1.0,6,6.0,5,Reorder Needed
5835067,1.5,7,10.5,20,Stock OK
5835068,1.0,7,7.0,12,Stock OK
5835070,1.0,5,5.0,38,Stock OK
5835072,1.0,7,7.0,16,Stock OK
5835074,1.0,6,6.0,37,Stock OK
5835075,1.0,4,4.0,38,Stock OK
5835077,1.0,3,3.0,36,Stock OK
5835082,1.0,9,9.0,46,Stock OK
5835083,1.0,5,5.0,29,Stock OK
5835084,1.0,9,9.0,35,Stock OK
5835086,2.0,4,8.0,49,Stock OK
5835087,1.0,3,3.0,37,Stock OK
5835088,1.0,3,3.0,21,Stock OK
5835089,1.0,3,3.0,21,Stock OK
5835090,1.0,8,8.0,28,Stock OK
5835091,1.0,4,4.0,6,Stock OK
5835092,1.0,10,10.0,20,Stock OK
5835093,1.0,5,5.0,36,Stock OK
5835095,1.0,5,5.0,13,Stock OK
5835098,1.0,3,3.0,40,Stock OK
5835099,1.0,4,4.0,11,Stock OK
5835102,1.0,8,8.0,24,Stock OK
5835104,1.0,3,3.0,19,Stock OK
5835105,1.0,7,7.0,23,Stock OK
5835106,1.0,10,10.0,31,Stock OK
5835107,1.2,9,10.8,37,Stock OK
5835108,1.0,5,5.0,37,Stock OK
5835109,1.0,9,9.0,3,Reorder Needed
5835110,1.0,6,6.0,34,Stock OK
5835111,1.0,3,3.0,29,Stock OK
5835112,1.0,7,7.0,3,Reorder Needed
5835115,1.0,5,5.0,15,Stock OK
5835116,1.0,9,9.0,7,Reorder Needed
5835120,1.0,10,10.0,3,Reorder Needed
5835122,1.0,8,8.0,47,Stock OK
5835123,1.0,4,4.0,43,Stock OK
5835124,1.0,5,5.0,16,Stock OK
5835125,1.0,10,10.0,45,Stock OK
5835126,1.0,9,9.0,34,Stock OK
5835129,1.0,4,4.0,20,Stock OK
5835130,1.0,9,9.0,44,Stock OK
5835132,1.0,4,4.0,39,Stock OK
5835133,1.0,8,8.0,33,Stock OK
5835134,1.0,8,8.0,14,Stock OK
5835136,1.0,3,3.0,42,Stock OK
5835137,1.0,3,3.0,35,Stock OK
5835147,1.6666666666666667,5,8.3,11,Stock OK
5835148,1.0,8,8.0,20,Stock OK
5835150,1.0,7,7.0,30,Stock OK
5835151,1.0,9,9.0,28,Stock OK
5835152,1.6666666666666667,9,15.0,15,Stock OK
5835153,1.0,9,9.0,38,Stock OK
5835154,1.0,5,5.0,50,Stock OK
5835155,1.0,9,9.0,13,Stock OK
5835156,1.0,6,6.0,47,Stock OK
5835157,1.0,4,4.0,35,Stock OK
5835158,1.25,9,11.2,47,Stock OK
5835159,1.0,10,10.0,24,Stock OK
5835160,1.0,4,4.0,1,Reorder Needed
5835161,1.0,3,3.0,42,Stock OK
5835162,1.0,9,9.0,24,Stock OK
5835168,1.0,10,10.0,27,Stock OK
5835169,1.0,7,7.0,18,Stock OK
5835170,1.0,10,10.0,26,Stock OK
5835171,1.1666666666666667,8,9.3,29,Stock OK
5835172,1.0,8,8.0,8,Stock OK
5835173,1.0,3,3.0,44,Stock OK
5835175,1.0,6,6.0,26,Stock OK
5835176,1.0,5,5.0,5,Stock OK
5835178,1.0,5,5.0,33,Stock OK
5835179,1.0,7,7.0,40,Stock OK
5835180,1.0,3,3.0,5,Stock OK
5835253,1.0,3,3.0,49,Stock OK
5835254,1.0,6,6.0,47,Stock OK
5835260,1.1666666666666667,9,10.5,36,Stock OK
5835302,1.0,5,5.0,13,Stock OK
5835303,1.0,9,9.0,17,Stock OK
5835305,1.0,3,3.0,13,Stock OK
5835306,1.0,9,9.0,25,Stock OK
5835307,1.0,8,8.0,2,Reorder Needed
5835308,1.0,7,7.0,24,Stock OK
5835325,1.2857142857142858,5,6.4,36,Stock OK
5835326,1.1428571428571428,6,6.9,25,Stock OK
5835327,1.0,7,7.0,34,Stock OK
5835328,1.0,4,4.0,12,Stock OK
5835329,1.0,8,8.0,19,Stock OK
5835330,1.0,6,6.0,50,Stock OK
5835331,1.0,10,10.0,42,Stock OK
5835332,1.0,7,7.0,30,Stock OK
5835333,1.4285714285714286,3,4.3,37,Stock OK
5835334,1.0,4,4.0,43,Stock OK
5835335,1.0,6,6.0,1,Reorder Needed
5835336,1.0,3,3.0,3,Stock OK
5835337,1.0,8,8.0,49,Stock OK
5835338,1.2857142857142858,10,12.9,26,Stock OK
5835339,1.0,4,4.0,15,Stock OK
5835340,1.0,5,5.0,46,Stock OK
5835341,1.0,10,10.0,47,Stock OK
5835342,1.0,3,3.0,48,Stock OK
5835343,1.0,7,7.0,28,Stock OK
5835344,1.0,9,9.0,4,Reorder Needed
5835345,1.0,6,6.0,19,Stock OK
5835346,1.0,4,4.0,24,Stock OK
5835349,1.0,3,3.0,40,Stock OK
5835351,1.0,5,5.0,6,Stock OK
5835352,1.0,9,9.0,16,Stock OK
5835353,1.0,6,6.0,32,Stock OK
5835354,1.0,6,6.0,30,Stock OK
5835355,1.0,3,3.0,35,Stock OK
5835356,1.0,5,5.0,8,Stock OK
5835357,1.0,8,8.0,5,Reorder Needed
5835358,1.0,9,9.0,37,Stock OK
5835359,1.0,8,8.0,12,Stock OK
5835361,1.0,4,4.0,25,Stock OK
5835362,1.1111111111111112,3,3.3,33,Stock OK
5835366,1.0,9,9.0,39,Stock OK
5835367,1.3333333333333333,4,5.3,24,Stock OK
5835368,1.0,10,10.0,11,Stock OK
5835372,1.5,8,12.0,42,Stock OK
5835373,1.0,10,10.0,35,Stock OK
5835374,1.0,10,10.0,40,Stock OK
5835375,1.0,9,9.0,1,Reorder Needed
5835376,1.0,6,6.0,8,Stock OK
5835378,1.0,4,4.0,23,Stock OK
5835380,1.0,10,10.0,20,Stock OK
5835383,1.0,5,5.0,32,Stock OK
5835384,1.0,7,7.0,11,Stock OK
5835386,1.0,8,8.0,7,Reorder Needed
5835387,1.0,8,8.0,30,Stock OK
5835388,1.2857142857142858,5,6.4,48,Stock OK
5835391,1.0,9,9.0,39,Stock OK
5835393,1.0,9,9.0,13,Stock OK
5835394,1.0,9,9.0,42,Stock OK
5835395,1.0,4,4.0,49,Stock OK
5835701,1.0,3,3.0,3,Stock OK
5835702,1.0,10,10.0,7,Reorder Needed
5835703,1.4,6,8.4,43,Stock OK
5835704,1.0,7,7.0,13,Stock OK
5835705,1.0,3,3.0,37,Stock OK
5835707,1.0,3,3.0,25,Stock OK
5835708,2.0,5,10.0,23,Stock OK
5835709,1.0,4,4.0,47,Stock OK
5835710,1.0,8,8.0,33,Stock OK
5835711,1.0,8,8.0,5,Reorder Needed
5835712,1.6666666666666667,5,8.3,32,Stock OK
5835713,1.5,4,6.0,30,Stock OK
5835755,1.7083333333333333,5,8.5,31,Stock OK
5835756,1.0,8,8.0,13,Stock OK
5835757,1.75,3,5.2,42,Stock OK
5835768,1.25,6,7.5,5,Reorder Needed
5835769,1.4,10,14.0,23,Stock OK
5835832,1.0,9,9.0,1,Reorder Needed
5835856,3.7241379310344827,4,14.9,10,Reorder Needed
5835857,1.2857142857142858,10,12.9,50,Stock OK
5835858,1.5,7,10.5,27,Stock OK
5835859,3.7,7,25.9,8,Reorder Needed
5835860,1.1666666666666667,3,3.5,3,Reorder Needed
5835861,1.0,5,5.0,19,Stock OK
5835862,1.3333333333333333,5,6.7,2,Reorder Needed
5835863,1.3636363636363635,8,10.9,49,Stock OK
5835864,1.9375,3,5.8,31,Stock OK
5835865,1.1666666666666667,8,9.3,48,Stock OK
5835866,1.0,8,8.0,10,Stock OK
5835867,1.4615384615384615,7,10.2,16,Stock OK
5835868,1.9375,8,15.5,37,Stock OK
5835869,1.0,10,10.0,20,Stock OK
5835870,1.5333333333333334,9,13.8,3,Reorder Needed
5835871,1.0,8,8.0,35,Stock OK
5835900,1.0,7,7.0,34,Stock OK
5835901,1.0,9,9.0,21,Stock OK
5835902,1.0,5,5.0,36,Stock OK
5835904,1.0,4,4.0,32,Stock OK
5835905,1.0,6,6.0,18,Stock OK
5835906,1.0,8,8.0,34,Stock OK
5835915,1.0,10,10.0,38,Stock OK
5835916,1.0,9,9.0,3,Reorder Needed
5835917,1.0,4,4.0,3,Reorder Needed
5835919,1.0,7,7.0,27,Stock OK
5835920,1.25,4,5.0,2,Reorder Needed
5835921,1.0,6,6.0,3,Reorder Needed
5835923,1.25,10,12.5,17,Stock OK
5835924,4.75,4,19.0,46,Stock OK
5835929,1.0,10,10.0,39,Stock OK
5835930,1.0,9,9.0,38,Stock OK
5835931,1.0,4,4.0,40,Stock OK
5835932,1.0,10,10.0,19,Stock OK
5835947,1.7619047619047619,4,7.0,19,Stock OK
5835948,1.2666666666666666,4,5.1,44,Stock OK
5835949,1.2,3,3.6,5,Stock OK
5835950,1.0,8,8.0,5,Reorder Needed
5835951,1.0,7,7.0,14,Stock OK
5835952,1.0,6,6.0,27,Stock OK
5835953,1.2,7,8.4,49,Stock OK
5835955,1.0,3,3.0,48,Stock OK
5835956,1.4,3,4.2,36,Stock OK
5835957,1.0,9,9.0,40,Stock OK
5835958,1.0,3,3.0,35,Stock OK
5835959,1.0,8,8.0,21,Stock OK
5835960,1.25,3,3.8,5,Stock OK
5835961,1.3333333333333333,4,5.3,24,Stock OK
5835962,1.0,7,7.0,39,Stock OK
5835963,1.0,5,5.0,50,Stock OK
5836058,1.0,6,6.0,24,Stock OK
5836059,1.0,3,3.0,40,Stock OK
5836061,1.0,7,7.0,43,Stock OK
5836062,1.5,9,13.5,46,Stock OK
5836063,1.0,3,3.0,50,Stock OK
5836064,1.0,8,8.0,13,Stock OK
5836065,1.0,3,3.0,38,Stock OK
5836066,1.0,3,3.0,45,Stock OK
5836067,1.25,10,12.5,1,Reorder Needed
5836068,1.0,10,10.0,43,Stock OK
5836069,1.0,3,3.0,39,Stock OK
5836070,1.0,9,9.0,10,Stock OK
5836071,1.0,10,10.0,2,Reorder Needed
5836072,1.0,3,3.0,16,Stock OK
5836074,1.0,6,6.0,37,Stock OK
5836077,1.3333333333333333,7,9.3,16,Stock OK
5836078,1.3333333333333333,10,13.3,23,Stock OK
5836079,1.0,10,10.0,26,Stock OK
5836099,1.0,8,8.0,16,Stock OK
5836103,1.0,3,3.0,27,Stock OK
5836147,1.0,3,3.0,47,Stock OK
5836148,1.0,3,3.0,41,Stock OK
5836149,1.3333333333333333,3,4.0,30,Stock OK
5836150,1.3333333333333333,10,13.3,33,Stock OK
5836151,1.0,4,4.0,32,Stock OK
5836152,1.25,4,5.0,9,Stock OK
5836153,1.0,5,5.0,11,Stock OK
5836154,1.0,3,3.0,37,Stock OK
5836155,1.0,5,5.0,6,Stock OK
5836156,1.0,6,6.0,30,Stock OK
5836157,1.0,5,5.0,40,Stock OK
5836158,1.0,7,7.0,15,Stock OK
5836159,1.0,4,4.0,48,Stock OK
5836160,1.0,4,4.0,30,Stock OK
5836173,1.0,3,3.0,18,Stock OK
5836174,1.0,10,10.0,12,Stock OK
5836176,1.5,3,4.5,4,Reorder Needed
5836177,1.0,6,6.0,16,Stock OK
5836198,1.6,8,12.8,23,Stock OK
5836204,1.25,6,7.5,11,Stock OK
5836205,1.0,7,7.0,24,Stock OK
5836206,1.0,3,3.0,22,Stock OK
5836207,1.0,3,3.0,39,Stock OK
5836209,1.0,6,6.0,15,Stock OK
5836211,1.0,6,6.0,49,Stock OK
5836308,1.0,6,6.0,15,Stock OK
5836309,1.5,4,6.0,10,Stock OK
5836310,1.0,5,5.0,28,Stock OK
5836313,1.3333333333333333,5,6.7,36,Stock OK
5836314,1.0,3,3.0,17,Stock OK
5836316,1.1111111111111112,4,4.4,36,Stock OK
5836317,1.0,6,6.0,22,Stock OK
5836318,1.0,3,3.0,23,Stock OK
5836320,1.0,4,4.0,29,Stock OK
5836333,1.0,7,7.0,22,Stock OK
5836337,1.0,8,8.0,11,Stock OK
5836338,1.0,4,4.0,36,Stock OK
5836339,1.0,9,9.0,44,Stock OK
5836340,1.0,3,3.0,29,Stock OK
5836341,1.0,10,10.0,42,Stock OK
5836343,1.5,5,7.5,32,Stock OK
5836357,1.0,9,9.0,14,Stock OK
5836358,1.0,6,6.0,18,Stock OK
5836371,1.0,8,8.0,38,Stock OK
5836481,1.0,10,10.0,37,Stock OK
5836482,1.0,7,7.0,34,Stock OK
5836483,1.0,10,10.0,45,Stock OK
5836486,1.875,8,15.0,23,Stock OK
5836487,2.0,10,20.0,32,Stock OK
5836488,3.4166666666666665,8,27.3,46,Stock OK
5836489,2.8095238095238093,4,11.2,3,Reorder Needed
5836490,1.3333333333333333,3,4.0,43,Stock OK
5836491,1.4,10,14.0,22,Stock OK
5836492,1.5,10,15.0,23,Stock OK
5836493,1.4285714285714286,3,4.3,4,Reorder Needed
5836494,1.2857142857142858,8,10.3,13,Stock OK
5836495,1.2,6,7.2,32,Stock OK
5836496,1.0,3,3.0,29,Stock OK
5836497,1.0,8,8.0,40,Stock OK
5836498,1.0,3,3.0,40,Stock OK
5836499,1.0,6,6.0,45,Stock OK
5836500,1.5,7,10.5,10,Reorder Needed
5836501,1.5555555555555556,9,14.0,13,Reorder Needed
5836502,1.3333333333333333,8,10.7,45,Stock OK
5836503,1.1,5,5.5,17,Stock OK
5836504,1.1428571428571428,5,5.7,38,Stock OK
5836505,1.0,8,8.0,2,Reorder Needed
5836506,1.3333333333333333,4,5.3,17,Stock OK
5836507,1.1818181818181819,7,8.3,44,Stock OK
5836508,1.5294117647058822,4,6.1,26,Stock OK
5836509,1.6875,9,15.2,38,Stock OK
5836510,1.9285714285714286,5,9.6,37,Stock OK
5836511,1.4666666666666666,6,8.8,5,Reorder Needed
5836512,1.8571428571428572,8,14.9,25,Stock OK
5836513,1.25,9,11.2,9,Reorder Needed
5836514,1.875,10,18.8,28,Stock OK
5836515,1.5,10,15.0,22,Stock OK
5836516,1.4285714285714286,3,4.3,29,Stock OK
5836517,4.896551724137931,5,24.5,35,Stock OK
5836518,1.6470588235294117,7,11.5,20,Stock OK
5836519,1.9565217391304348,5,9.8,5,Reorder Needed
5836520,1.1538461538461537,7,8.1,39,Stock OK
5836522,5.548387096774194,7,38.8,44,Stock OK
5836523,1.1666666666666667,8,9.3,32,Stock OK
5836524,2.0,7,14.0,39,Stock OK
5836527,3.3703703703703702,4,13.5,10,Reorder Needed
5836528,2.0,10,20.0,40,Stock OK
5836529,1.5625,9,14.1,17,Stock OK
5836530,1.5,6,9.0,37,Stock OK
5836531,1.0,5,5.0,15,Stock OK
5836532,1.0,6,6.0,9,Stock OK
5836548,1.4285714285714286,9,12.9,32,Stock OK
5836549,1.7142857142857142,3,5.1,23,Stock OK
5836550,1.2857142857142858,9,11.6,11,Reorder Needed
5836551,1.0,5,5.0,13,Stock OK
5836562,1.0,10,10.0,18,Stock OK
5836566,1.0,6,6.0,49,Stock OK
5836567,1.0,6,6.0,9,Stock OK
5836593,1.0,8,8.0,42,Stock OK
5836594,1.0,8,8.0,5,Reorder Needed
5836596,1.0,9,9.0,43,Stock OK
5836597,1.0,9,9.0,22,Stock OK
5836598,1.0,3,3.0,32,Stock OK
5836599,1.0,7,7.0,47,Stock OK
5836713,1.1666666666666667,5,5.8,2,Reorder Needed
5836714,1.6875,8,13.5,21,Stock OK
5836715,1.3333333333333333,5,6.7,28,Stock OK
5836716,1.0,3,3.0,24,Stock OK
5836721,1.0,8,8.0,24,Stock OK
5836722,1.0,8,8.0,14,Stock OK
5836728,1.0,7,7.0,37,Stock OK
5836814,1.0,5,5.0,27,Stock OK
5836823,1.0,10,10.0,24,Stock OK
5836824,1.0,5,5.0,6,Stock OK
5836825,1.0,5,5.0,26,Stock OK
5836826,1.0,7,7.0,15,Stock OK
5836827,1.0,8,8.0,29,Stock OK
5836829,1.0,3,3.0,36,Stock OK
5836830,1.0,5,5.0,10,Stock OK
5836831,1.0,6,6.0,28,Stock OK
5836832,1.0,10,10.0,9,Reorder Needed
5836837,1.1818181818181819,10,11.8,21,Stock OK
5836838,1.0,7,7.0,10,Stock OK
5836840,1.0,4,4.0,4,Stock OK
5836841,1.0,3,3.0,4,Stock OK
5836842,1.0,6,6.0,6,Stock OK
5836843,2.25,5,11.2,26,Stock OK
5836844,1.1428571428571428,4,4.6,40,Stock OK
5837081,1.0,3,3.0,16,Stock OK
5837082,1.25,7,8.8,8,Reorder Needed
5837083,1.3333333333333333,4,5.3,28,Stock OK
5837084,1.125,8,9.0,16,Stock OK
5837085,1.1666666666666667,9,10.5,38,Stock OK
5837086,1.1111111111111112,4,4.4,49,Stock OK
5837087,1.125,9,10.1,1,Reorder Needed
5837088,1.0,10,10.0,19,Stock OK
5837089,1.5,6,9.0,50,Stock OK
5837091,1.0,3,3.0,17,Stock OK
5837092,1.0,6,6.0,49,Stock OK
5837093,1.0,6,6.0,28,Stock OK
5837094,1.0,5,5.0,44,Stock OK
5837095,1.3333333333333333,7,9.3,12,Stock OK
5837096,1.0,4,4.0,6,Stock OK
5837099,1.0,3,3.0,7,Stock OK
5837100,2.0,10,20.0,8,Reorder Needed
5837101,1.1818181818181819,8,9.5,3,Reorder Needed
5837102,1.0909090909090908,7,7.6,49,Stock OK
5837103,1.8,7,12.6,21,Stock OK
5837104,1.0,3,3.0,8,Stock OK
5837105,1.1,7,7.7,28,Stock OK
5837106,1.0,5,5.0,30,Stock OK
5837107,1.0,7,7.0,32,Stock OK
5837108,1.0,10,10.0,11,Stock OK
5837109,1.0,10,10.0,20,Stock OK
5837110,1.0,5,5.0,50,Stock OK
5837111,1.2,4,4.8,16,Stock OK
5837112,1.5,4,6.0,25,Stock OK
5837113,1.0,6,6.0,45,Stock OK
5837114,1.0,10,10.0,9,Reorder Needed
5837116,1.0,5,5.0,39,Stock OK
5837117,1.0,8,8.0,49,Stock OK
5837118,1.0,4,4.0,40,Stock OK
5837119,1.0,7,7.0,40,Stock OK
5837120,1.0,3,3.0,3,Stock OK
5837121,1.0,3,3.0,16,Stock OK
5837122,1.0,9,9.0,12,Stock OK
5837123,1.1666666666666667,10,11.7,15,Stock OK
5837124,1.0714285714285714,5,5.4,4,Reorder Needed
5837125,1.0,8,8.0,23,Stock OK
5837126,2.36,6,14.2,27,Stock OK
5837127,1.2352941176470589,7,8.6,39,Stock OK
5837128,1.1428571428571428,5,5.7,43,Stock OK
5837129,1.2857142857142858,9,11.6,37,Stock OK
5837130,1.0,3,3.0,13,Stock OK
5837152,1.0909090909090908,5,5.5,43,Stock OK
